nTime,nTair,nupStreamTemp,nDownStreamTemp,nInflow,nOutFlow,nDischarge,ndsWV,gaugeHeight,nWz,nRH,nlowCloud,nhighCloud,ndamElevation,ndamStorage,nRain,nwindDirection
3/13/2025 23:30,9.100833333,6.2,6.2,3799.05875,4389.111222,3634.465,0.48768,22.832568,7.197344,54.57083333,0.355083333,0.262583333,48.25040996,358202592,0,316.1666667
3/13/2025 23:45,8.963333333,6.2,6.2,3798.999792,4474.061762,3608.2725,0.496824,22.817328,7.197344,53.98333333,0.221333333,0.091333333,48.24967971,358449288,0,318.6666667
3/14/2025 0:00,8.824666667,6.2,6.2,3798.940833,4474.061762,3582.08,0.493776,22.823424,7.137366133,54.17633333,0.135416667,0,48.24894946,358695984,0,320
3/14/2025 0:15,8.684666667,6.2,6.2,3798.881875,4445.744915,3690.3925,0.490728,22.869144,7.008842133,55.26133333,0.104166667,0,48.24821921,358147085.4,0,320
3/14/2025 0:30,8.544666667,6.2,6.2,3798.822917,4445.744915,3798.705,0.490728,22.866096,6.880318133,56.34633333,0.072916667,0,48.24748896,357598186.8,0,320
3/14/2025 0:45,8.404666667,6.2,6.2,3798.763958,4530.695455,3907.0175,0.499872,22.87524,6.751794133,57.43133333,0.041666667,0,48.24675871,357049288.2,0,320
3/14/2025 1:00,7.876166667,6.2,6.2,3798.705,4559.012301,4015.33,0.505968,22.87524,6.923159467,60.45183333,0.065833333,0.079916667,48.24602846,356500389.6,0,321.1666667
3/14/2025 1:15,6.903666667,6.2,6.2,3798.646042,4955.448154,4147.0025,0.545592,22.927056,7.437255467,65.68433333,0.153333333,0.251166667,48.24529821,356062504.2,0,323.6666667
3/14/2025 1:30,5.931166667,6.2,6.2,3798.587083,5125.349233,4278.675,0.56388,22.963632,7.951351467,70.91683333,0.240833333,0.422416667,48.24456796,355624618.8,0,326.1666667
3/14/2025 1:45,4.958666667,6.2,6.2,3798.528125,5125.349233,4410.3475,0.56388,22.96668,8.465447467,76.14933333,0.328333333,0.593666667,48.24383771,355186733.4,0,328.6666667
3/14/2025 2:00,4.375833333,6.2,6.2,3798.469167,5012.081847,4542.02,0.551688,22.954488,8.1998312,78.93066667,0.334166667,0.605083333,48.24310746,354748848,0,328.8333333
3/14/2025 2:15,4.238333333,6.2,6.2,3798.410208,4927.131307,4558.3025,0.545592,22.924008,7.0431152,78.91066667,0.246666667,0.433833333,48.24237721,355220654.1,0,326.3333333
3/14/2025 2:30,4.100833333,6.2,6.2,3798.35125,4502.378608,4574.585,0.496824,22.896576,5.8863992,78.89066667,0.159166667,0.262583333,48.24164696,355692460.2,0,323.8333333
3/14/2025 2:45,3.963333333,6.2,6.2,3798.292292,4530.695455,4590.8675,0.499872,22.896576,4.7296832,78.87066667,0.071666667,0.091333333,48.24091671,356164266.3,0,321.3333333
3/14/2025 3:00,3.89,6.2,6.2,3798.233333,4728.913381,4607.15,0.524256,22.884384,3.9328344,78.86,0.065833333,0,48.24018646,356636072.4,0,316.5
3/14/2025 3:15,3.89,6.2,6.2,3798.174375,4728.913381,4606.4425,0.521208,22.869144,3.5472624,78.86,0.153333333,0,48.23945621,356703913.8,0,309
3/14/2025 3:30,3.89,6.2,6.2,3798.115417,4275.843835,4605.735,0.47244,22.866096,3.1616904,78.86,0.240833333,0,48.23872596,356771755.2,0,301.5
3/14/2025 3:45,3.89,6.2,6.2,3798.056458,4162.576449,4605.0275,0.460248,22.872192,2.7761184,78.86,0.328333333,0,48.23799571,356839596.6,0,294
3/14/2025 4:00,3.954166667,6.2,6.2,3797.9975,4077.625909,4604.32,0.448056,22.887432,2.270590667,78.50766667,0.334166667,0,48.23726546,356907438,0,256.1666667
3/14/2025 4:15,4.091666667,6.2,6.2,3797.938542,4020.992216,4466.275,0.445008,22.838664,1.627970667,77.75266667,0.246666667,0,48.23653521,357724618.5,0,183.6666667
3/14/2025 4:30,4.229166667,6.2,6.2,3797.879583,3992.675369,4328.23,0.44196,22.817328,0.985350667,76.99766667,0.159166667,0,48.23580496,358541799,0,111.1666667
3/14/2025 4:45,4.366666667,6.2,6.2,3797.820625,3907.72483,4190.185,0.432816,22.832568,0.342730667,76.24266667,0.071666667,0,48.23507471,359358979.5,0,38.66666667
3/14/2025 5:00,4.3105,6.2,6.2,3797.761667,3822.77429,4052.14,0.423672,22.817328,0,76.18183333,0.102,0,48.23434446,360176160,0,0
3/14/2025 5:15,4.033,6.2,6.2,3797.702708,3794.457443,3999.755,0.417576,22.838664,0,76.91433333,0.267,0,48.23361421,359836953,0,0
3/14/2025 5:30,3.7555,6.2,6.2,3797.64375,3766.140597,3947.37,0.414528,22.847808,0,77.64683333,0.432,0,48.23288396,359497746,0,0
3/14/2025 5:45,3.478,6.2,6.2,3797.584792,3766.140597,3894.985,0.417576,22.853904,0,78.37933333,0.597,0,48.23215371,359158539,0,0
3/14/2025 6:00,3.071,6.2,6.2,3797.525833,3681.190057,3842.6,0.405384,22.823424,0.3598672,79.92033333,0.622583333,0,48.23142346,358819332,0,15.16666667
3/14/2025 6:15,2.516,6.2,6.175,3797.466875,3766.140597,3795.1675,0.417576,22.835616,1.1310112,82.38533333,0.488833333,0,48.23069321,358921094.1,0,47.66666667
3/14/2025 6:30,1.961,6.2,6.15,3797.407917,3567.922671,3747.735,0.393192,22.823424,1.9021552,84.85033333,0.355083333,0,48.22996296,359022856.2,0,80.16666667
3/14/2025 6:45,1.406,6.2,6.125,3797.348958,3652.87321,3700.3025,0.405384,22.817328,2.6732992,87.31533333,0.221333333,0,48.22923271,359124618.3,0,112.6666667
3/14/2025 7:00,1.045833333,6.2,6.1,3797.29,3454.655284,3652.87,0.384048,22.808184,2.9046424,88.62416667,0.135416667,0,48.22850246,359226380.4,0,127.6666667
3/14/2025 7:15,0.908333333,6.2,6.1,3803.189375,3454.655284,3480.845,0.384048,22.744176,2.5190704,88.61166667,0.104166667,0,48.22758171,359840036.7,0,122.6666667
3/14/2025 7:30,0.770833333,6.2,6.1,3809.08875,3341.387898,3308.82,0.368808,22.719792,2.1334984,88.59916667,0.072916667,0,48.22666096,360453693,0,117.6666667
3/14/2025 7:45,0.633333333,6.2,6.1,3814.988125,3256.437358,3136.795,0.359664,22.72284,1.7479264,88.58666667,0.041666667,0,48.22574021,361067349.3,0,112.6666667
3/14/2025 8:00,0.56,6.2,6.1,3820.8875,3426.338438,2964.77,0.381,22.713696,1.602265867,88.167,0.025,0,48.22481946,361681005.6,0,111.1666667
3/14/2025 8:15,0.56,6.2,6.1,3826.786875,3482.972131,2959.1075,0.387096,22.686264,1.730789867,87.282,0.025,0,48.22389871,362189816.1,0,113.6666667
3/14/2025 8:30,0.56,6.2,6.1,3832.68625,3256.437358,2953.445,0.362712,22.680168,1.859313867,86.397,0.025,0,48.22297796,362698626.6,0,116.1666667
3/14/2025 8:45,0.56,6.2,6.1,3838.585625,3681.190057,2947.7825,0.408432,22.671024,1.987837867,85.512,0.025,0,48.22205721,363207437.1,0,118.6666667
3/14/2025 9:00,0.494666667,6.2,6.1,3844.485,3539.605824,2942.12,0.393192,22.671024,1.996406133,85.44716667,0.025,0,48.22113646,363716247.6,0,143.3333333
3/14/2025 9:15,0.354666667,6.2,6.1,3850.384375,3596.239517,3141.045,0.399288,22.750272,1.867882133,86.31966667,0.025,0,48.22021571,363377040.6,0,193.3333333
3/14/2025 9:30,0.214666667,6.2,6.1,3856.28375,3398.021591,3339.97,0.374904,22.774656,1.739358133,87.19216667,0.025,0,48.21929496,363037833.6,0,243.3333333
3/14/2025 9:45,0.074666667,6.2,6.1,3862.183125,3313.071051,3538.895,0.368808,22.756368,1.610834133,88.06466667,0.025,0,48.21837421,362698626.6,0,293.3333333
3/14/2025 10:00,-0.065333333,6.2,6.1,3868.0825,3284.754205,3737.82,0.36576,22.750272,1.3623544,88.957,0.025,0,48.21745346,362359419.6,0,282.6666667
3/14/2025 10:15,-0.205333333,6.175,6.1,3873.981875,3539.605824,3834.0975,0.393192,22.780752,0.9767824,89.872,0.025,0,48.21653271,361936952.7,0,202.6666667
3/14/2025 10:30,-0.345333333,6.15,6.1,3879.88125,3511.288977,3930.375,0.390144,22.792944,0.5912104,90.787,0.025,0,48.21561196,361514485.8,0,122.6666667
3/14/2025 10:45,-0.485333333,6.125,6.1,3885.780625,3879.407983,4026.6525,0.429768,22.780752,0.2056384,91.702,0.025,0,48.21469121,361092018.9,0,42.66666667
3/14/2025 11:00,-0.6895,6.1,6.1,3891.68,3879.407983,4122.93,0.429768,22.762464,0.1799336,92.18183333,0.025,0,48.21377046,360669552,0,3.5
3/14/2025 11:15,-0.967,6.1,6.1,3897.579375,3624.556364,4148.415,0.402336,22.756368,0.5655056,92.16433333,0.025,0,48.21284971,359991138,0,11
3/14/2025 11:30,-1.2445,6.1,6.1,3903.47875,3681.190057,4173.9,0.408432,22.75332,0.9510776,92.14683333,0.025,0,48.21192896,359312724,0,18.5
3/14/2025 11:45,-1.522,6.1,6.1,3909.378125,3624.556364,4199.385,0.402336,22.741128,1.3366496,92.12933333,0.025,0,48.21100821,358634310,0,26
3/14/2025 12:00,-1.67,6.1,6.1,3915.2775,3709.506904,4224.87,0.41148,22.744176,1.542288,95.99,0.375,0,48.21008746,357955896,0,10
3/14/2025 12:15,-1.035,6.125,6.075,3921.176875,3992.675369,4394.065,0.44196,22.79904,2.056384,92.15545455,0.685,0,48.20916671,357184971,0,55
3/14/2025 12:30,-0.8475,6.15,6.05,3927.07625,4077.625909,4563.26,0.451104,22.811232,2.056384,92.16909091,0.685,0,48.20824596,356414046,0,92.5
3/14/2025 12:45,-0.66,6.175,6.025,3932.975625,4049.309063,4732.455,0.448056,22.823424,2.056384,92.18272727,0.685,0,48.20732521,355643121,0,130
3/14/2025 13:00,-0.494666667,6.2,6,3938.875,3992.675369,4901.65,0.44196,22.86,1.816472533,91.763,0.714166667,0,48.20640446,354872196,0,132.5
3/14/2025 13:15,-0.354666667,6.2,6,3944.774375,4162.576449,5045.3575,0.4572,22.896576,1.302376533,90.848,0.776666667,0,48.20548371,354625500,0,95
3/14/2025 13:30,-0.214666667,6.2,6,3950.67375,4190.893296,5189.065,0.463296,22.95144,0.788280533,89.933,0.839166667,0,48.20456296,354378804,0,57.5
3/14/2025 13:45,-0.074666667,6.2,6,3956.573125,4360.794375,5332.7725,0.478536,22.954488,0.274184533,89.018,0.901666667,0,48.20364221,354132108,0,20
3/14/2025 14:00,0,6.2,6,3962.4725,4445.744915,5476.48,0.48768,22.963632,0,88.9605,0.935,0,48.20272146,353885412,0,0
3/14/2025 14:15,0,6.2,6,3968.371875,4474.061762,5468.6925,0.490728,22.960584,0,89.883,0.935,0,48.20180071,353916249,0,0
3/14/2025 14:30,0,6.2,6,3974.27125,4474.061762,5460.905,0.490728,22.960584,0,90.8055,0.935,0,48.20087996,353947086,0,0
3/14/2025 14:45,0,6.2,6,3980.170625,4389.111222,5453.1175,0.484632,22.960584,0,91.728,0.935,0,48.19995921,353977923,0,0
3/14/2025 15:00,0.1295,6.2,6,3986.07,4587.329148,5445.33,0.50292,22.960584,0.1799336,91.80116667,0.869666667,0.079916667,48.19903846,354008760,0,7
3/14/2025 15:15,0.407,6.2,6.025,3991.969375,4587.329148,5470.1075,0.50292,22.978872,0.5655056,90.90366667,0.729666667,0.251166667,48.19811771,353882328.3,0,22
3/14/2025 15:30,0.6845,6.2,6.05,3997.86875,4559.012301,5494.885,0.499872,22.994112,0.9510776,90.00616667,0.589666667,0.422416667,48.19719696,353755896.6,0,37
3/14/2025 15:45,0.962,6.2,6.075,4003.768125,4700.596534,5519.6625,0.515112,23.000208,1.3366496,89.10866667,0.449666667,0.593666667,48.19627621,353629464.9,0,52
3/14/2025 16:00,1.304833333,6.2,6.1,4009.6675,4502.378608,5544.44,0.496824,23.0124,1.3623544,87.84833333,0.411166667,0.605083333,48.19535546,353503033.2,0,53
3/14/2025 16:15,1.722333333,6.2,6.125,4015.566875,4417.428068,5547.98,0.484632,23.04288,0.9767824,86.17333333,0.488666667,0.433833333,48.19443471,353435191.8,0,38
3/14/2025 16:30,2.139833333,6.2,6.15,4021.46625,4587.329148,5551.52,0.50292,23.036784,0.5912104,84.49833333,0.566166667,0.262583333,48.19351396,353367350.4,0,23
3/14/2025 16:45,2.557333333,6.2,6.175,4027.365625,4474.061762,5555.06,0.490728,23.067264,0.2056384,82.82333333,0.643666667,0.091333333,48.19259321,353299509,0,8
3/14/2025 17:00,2.928076923,6.2,6.2,4033.265,4615.645994,5558.6,0.505968,23.061168,0,81.07923077,0.601538462,0.184423077,48.19167246,353231667.6,0,0
3/14/2025 17:15,3.245384615,6.2,6.2,4039.164375,4530.695455,5467.985,0.496824,23.055072,0,79.25615385,0.422692308,0.579615385,48.19075171,353549288.7,0,0
3/14/2025 17:30,3.33,6.2,6.2,4045.06375,4474.061762,5377.37,0.490728,23.061168,0.498975529,78.77,0.302205882,0.765882353,48.18983096,353866909.8,0,80.88235294
3/14/2025 17:45,3.33,6.2,6.2,4050.963125,4417.428068,5286.755,0.484632,23.07336,1.179396706,78.77,0.202941176,0.876176471,48.18891021,354184530.9,0,191.1764706
3/14/2025 18:00,3.590166667,6.2,6.2,4056.8625,4417.428068,5196.14,0.484632,23.082504,1.3623544,77.44583333,0.17625,0.935,48.18798946,354502152,0,220.8333333
3/14/2025 18:15,4.147666667,6.225,6.2,4062.761875,4360.794375,5068.715,0.478536,23.033736,0.9767824,74.60833333,0.2325,0.935,48.18706871,354866028.6,0,158.3333333
3/14/2025 18:30,4.705166667,6.25,6.2,4068.66125,4247.526989,4941.29,0.466344,23.021544,0.5912104,71.77083333,0.28875,0.935,48.18614796,355229905.2,0,95.83333333
3/14/2025 18:45,5.262666667,6.275,6.2,4074.560625,4275.843835,4813.865,0.469392,23.052024,0.2056384,68.93333333,0.345,0.935,48.18522721,355593781.8,0,33.33333333
3/14/2025 19:00,5.883166667,6.3,6.2,4080.46,4077.625909,4686.44,0.448056,23.048976,0.239911467,66.05616667,0.34875,0.905833333,48.18430646,355957658.4,0,10.5
3/14/2025 19:15,6.575666667,6.3,6.2,4086.359375,4049.309063,4546.27,0.445008,23.006304,0.754007467,63.13366667,0.2925,0.843333333,48.18338571,356296865.4,0,33
3/14/2025 19:30,7.268166667,6.3,6.2,4092.25875,3907.72483,4406.1,0.429768,23.0124,1.268103467,60.21116667,0.23625,0.780833333,48.18246496,356636072.4,0,55.5
3/14/2025 19:45,7.960666667,6.3,6.2,4098.158125,3851.091137,4265.93,0.420624,23.018496,1.782199467,57.28866667,0.18,0.718333333,48.18154421,356975279.4,0,78
3/14/2025 20:00,8.265833333,6.3,6.2,4104.0575,3879.407983,4125.76,0.42672,23.02764,2.2363176,56.84183333,0.241583333,0.605083333,48.18062346,357314486.4,0.014583333,93.5
3/14/2025 20:15,8.128333333,6.275,6.2,4109.956875,3794.457443,4023.1125,0.417576,22.984968,2.6218896,59.22433333,0.437833333,0.433833333,48.17970271,357348407.1,0.045833333,101
3/14/2025 20:30,7.990833333,6.25,6.2,4115.85625,3681.190057,3920.465,0.405384,22.988016,3.0074616,61.60683333,0.634083333,0.262583333,48.17878196,357382327.8,0.077083333,108.5
3/14/2025 20:45,7.853333333,6.225,6.2,4121.755625,4134.259602,3817.8175,0.4572,23.000208,3.3930336,63.98933333,0.830333333,0.091333333,48.17786121,357416248.5,0.108333333,116
3/14/2025 21:00,7.78,6.2,6.2,4127.655,3907.72483,3715.17,0.429768,22.991064,3.358760533,65.568,0.905833333,0.109083333,48.17694046,357450169.2,0.139583333,108.3333333
3/14/2025 21:15,7.78,6.2,6.2,4133.554375,3737.82375,3705.26,0.41148,22.994112,2.844664533,66.228,0.843333333,0.342833333,48.17601971,357009200.1,0.170833333,83.33333333
3/14/2025 21:30,7.78,6.2,6.2,4139.45375,3766.140597,3695.35,0.414528,22.99716,2.330568533,66.888,0.780833333,0.576583333,48.17509896,356568231,0.202083333,58.33333333
3/14/2025 21:45,7.78,6.2,6.2,4145.353125,4049.309063,3685.44,0.445008,23.003256,1.816472533,67.548,0.718333333,0.810333333,48.17417821,356127261.9,0.233333333,33.33333333
3/14/2025 22:00,7.609565217,6.2,6.2,4151.2525,4219.210142,3675.53,0.463296,22.991064,1.542288,68.70043478,0.685,0.935,48.17325746,355686292.8,0.25,32.17391304
3/14/2025 22:15,7.244347826,6.2,6.2,4157.151875,4247.526989,3687.565,0.466344,22.991064,1.542288,70.41565217,0.685,0.935,48.17233671,355421094.6,0.25,58.26086957
3/14/2025 22:30,7.22,6.2,6.2,4163.05125,4020.992216,3699.6,0.44196,23.003256,2.57048,76.31,0.15,0.935,48.17141596,355155896.4,0.51,110
3/14/2025 22:45,7.22,6.2,6.2,4168.950625,3681.190057,3711.635,0.405384,22.978872,2.57048,74.3926087,0.29673913,0.935,48.17049521,354890698.2,0.51,96.95652174
3/14/2025 23:00,7.285333333,6.2,6.2,4174.85,3567.922671,3723.67,0.393192,22.969728,2.630457867,73.0515,0.411166667,0.825916667,48.16957446,354625500,0.48025,85.33333333
3/14/2025 23:15,7.425333333,6.2,6.2,4180.749375,3426.338438,3727.2075,0.374904,22.963632,2.758981867,72.369,0.488666667,0.776666667,48.16865371,354378804,0.4165,75.33333333
3/14/2025 23:30,7.565333333,6.2,6.2,4186.64875,3539.605824,3730.745,0.390144,22.954488,2.887505867,71.6865,0.566166667,0.839166667,48.16773296,354132108,0.35275,65.33333333
3/14/2025 23:45,7.705333333,6.2,6.2,4192.548125,3511.288977,3734.2825,0.387096,22.963632,3.016029867,71.004,0.643666667,0.901666667,48.16681221,353885412,0.289,55.33333333
3/15/2025 0:00,7.714666667,6.2,6.2,4198.4475,3624.556364,3737.82,0.399288,22.939248,3.144553867,71.3015,0.685,0.935,48.16589146,353638716,0.22525,82.66666667
3/15/2025 0:15,7.574666667,6.2,6.2,4204.346875,3624.556364,3950.1975,0.399288,23.021544,3.273077867,72.719,0.685,0.935,48.16497071,352855456.2,0.1615,152.6666667
3/15/2025 0:30,7.434666667,6.2,6.2,4210.24625,3907.72483,4162.575,0.42672,23.064216,3.401601867,74.1365,0.685,0.935,48.16404996,352072196.4,0.09775,222.6666667
3/15/2025 0:45,7.294666667,6.2,6.2,4216.145625,4020.992216,4374.9525,0.44196,23.055072,3.530125867,75.554,0.685,0.935,48.16312921,351288936.6,0.034,292.6666667
3/15/2025 1:00,7.22,6.2,6.2,4222.045,3907.72483,4587.33,0.42672,23.048976,3.2388048,76.31,0.468,0.935,48.16220846,350505676.8,0,330
3/15/2025 1:15,7.088,6.2,6.2,4227.944375,3907.72483,4650.335,0.429768,23.067264,3.33134208,77.0204,0.5094,0.7106,48.16128771,350795544.6,0,330
3/15/2025 1:30,6.923,6.2,6.2,4233.84375,4105.942756,4713.34,0.451104,23.079456,3.63979968,77.9084,0.6774,0.4301,48.16036696,351085412.4,0,330
3/15/2025 1:45,6.758,6.2,6.2,4239.743125,4105.942756,4776.345,0.451104,23.070312,3.94825728,78.7964,0.8454,0.1496,48.15944621,351375280.2,0,330
3/15/2025 2:00,6.5405,6.2,6.2,4245.6425,4162.576449,4839.35,0.454152,23.070312,4.112768,80.0085,0.935,0,48.15852546,351665148,0,330
3/15/2025 2:15,6.263,6.175,6.2,4251.541875,4105.942756,4914.39,0.448056,23.106888,4.112768,81.591,0.935,0,48.15760471,351239597.4,0,330
3/15/2025 2:30,5.9855,6.15,6.2,4257.44125,4105.942756,4989.43,0.451104,23.112984,4.112768,83.1735,0.935,0,48.15668396,350814046.8,0,330
3/15/2025 2:45,5.708,6.125,6.2,4263.340625,4162.576449,5064.47,0.4572,23.112984,4.112768,84.756,0.935,0,48.15576321,350388496.2,0,330
3/15/2025 3:00,5.56,6.1,6.2,4269.24,4247.526989,5139.51,0.466344,23.116032,4.052790133,85.6,0.905833333,0.109083333,48.15484246,349962945.6,0,331.1666667
3/15/2025 3:15,5.56,6.125,6.2,4275.139375,4219.210142,5017.04,0.463296,23.052024,3.924266133,85.6,0.843333333,0.342833333,48.15392171,350746205.4,0,333.6666667
3/15/2025 3:30,5.56,6.15,6.2,4281.03875,4219.210142,4894.57,0.463296,23.033736,3.795742133,85.6,0.780833333,0.576583333,48.15300096,351529465.2,0,336.1666667
3/15/2025 3:45,5.56,6.175,6.2,4286.938125,4020.992216,4772.1,0.44196,23.045928,3.667218133,85.6,0.718333333,0.810333333,48.15208021,352312725,0,338.6666667
3/15/2025 4:00,5.56,6.2,6.2,4292.8375,4077.625909,4649.63,0.448056,23.05812,3.4187384,85.99783333,0.685,0.935,48.15115946,353095984.8,0,338.8333333
3/15/2025 4:15,5.56,6.2,6.175,4298.736875,4049.309063,4583.7925,0.445008,23.061168,3.0331664,86.85033333,0.685,0.935,48.15023871,353743561.8,0,336.3333333
3/15/2025 4:30,5.56,6.2,6.15,4304.63625,4020.992216,4517.955,0.438912,23.045928,2.6475944,87.70283333,0.685,0.935,48.14931796,354391138.8,0,333.8333333
3/15/2025 4:45,5.56,6.2,6.125,4310.535625,4077.625909,4452.1175,0.445008,23.052024,2.2620224,88.55533333,0.685,0.935,48.14839721,355038715.8,0,331.3333333
3/15/2025 5:00,5.494666667,6.2,6.1,4316.435,3851.091137,4386.28,0.423672,23.05812,2.056384,89.4195,0.622583333,0.935,48.14747646,355686292.8,0,332.3333333
3/15/2025 5:15,5.354666667,6.2,6.1,4322.334375,3879.407983,4362.9175,0.42672,23.05812,2.056384,90.297,0.488833333,0.935,48.14655571,355359420.6,0,337.3333333
3/15/2025 5:30,5.214666667,6.2,6.1,4328.23375,3907.72483,4339.555,0.429768,23.055072,2.056384,91.1745,0.355083333,0.935,48.14563496,355032548.4,0,342.3333333
3/15/2025 5:45,5.074666667,6.2,6.1,4334.133125,3936.041676,4316.1925,0.429768,23.055072,2.056384,92.052,0.221333333,0.935,48.14471421,354705676.2,0,347.3333333
3/15/2025 6:00,5,6.2,6.1,4340.0325,3737.82375,4292.83,0.408432,23.061168,2.056384,92.52,0.15,0.935,48.14379346,354378804,0.029166667,350
3/15/2025 6:15,5,6.175,6.1,4345.931875,3737.82375,4309.1125,0.408432,23.076408,2.056384,92.52,0.15,0.935,48.14287271,354471315,0.091666667,350
3/15/2025 6:30,5,6.15,6.1,4351.83125,4020.992216,4325.395,0.438912,23.085552,2.056384,92.52,0.15,0.935,48.14195196,354563826,0.154166667,350
3/15/2025 6:45,5,6.125,6.1,4357.730625,3681.190057,4341.6775,0.405384,23.085552,2.056384,92.52,0.15,0.935,48.14103121,354656337,0.216666667,350
3/15/2025 7:00,5,6.1,6.1,4363.63,3709.506904,4357.96,0.408432,23.076408,1.996406133,92.52,0.212416667,0.825916667,48.14011046,354748848,0.25,351.1666667
3/15/2025 7:15,5,6.125,6.1,4361.447188,4190.893296,4331.7675,0.4572,23.05812,1.867882133,92.52,0.346166667,0.592166667,48.14093596,354779685,0.25,353.6666667
3/15/2025 7:30,5,6.15,6.1,4359.264375,3681.190057,4305.575,0.402336,23.052024,1.739358133,92.52,0.479916667,0.720333333,48.14176146,354810522,0.25,356.1666667
3/15/2025 7:45,5,6.175,6.1,4357.081563,3539.605824,4279.3825,0.387096,23.064216,1.610834133,92.52,0.613666667,0.860333333,48.14258696,354841359,0.25,358.6666667
3/15/2025 8:00,5,6.2,6.1,4354.89875,3511.288977,4253.19,0.387096,23.061168,1.602265867,92.52,0.714166667,0.825916667,48.14341246,354872196,0.25,357.6666667
3/15/2025 8:15,5,6.2,6.1,4352.715938,3567.922671,4144.17,0.390144,23.018496,1.730789867,92.52,0.776666667,0.592166667,48.14423796,355448847.9,0.25,352.6666667
3/15/2025 8:30,5,6.2,6.1,4350.533125,3992.675369,4035.15,0.438912,22.984968,1.859313867,92.52,0.839166667,0.358416667,48.14506346,356025499.8,0.25,347.6666667
3/15/2025 8:45,5,6.2,6.1,4348.350313,4077.625909,3926.13,0.448056,23.000208,1.987837867,92.52,0.901666667,0.124666667,48.14588896,356602151.7,0.25,342.6666667
3/15/2025 9:00,5,6.2,6.1,4346.1675,3482.972131,3817.11,0.384048,22.984968,1.996406133,92.10583333,0.843416667,0.109083333,48.14671446,357178803.6,0.269157895,337.6666667
3/15/2025 9:15,5,6.2,6.1,4343.984688,3398.021591,3805.075,0.371856,22.984968,1.867882133,91.21833333,0.647166667,0.342833333,48.14753996,356839596.6,0.310210526,332.6666667
